track_id,energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_album_name,playlist_name,track_name,instrumentalness,mode,key,acousticness,playlist_subgenre,rating,small_text,review
4gbVRS8gloEluzf0GzDOFc,0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,4.0,0.0303,83,v,Soft Pop Hits,Maps,0.0,0.0,1.0,0.0205,soft,6.7,"On his fifth album, Ruban Nielson accompanies some of his strongest songwriting and performances to date with foggy production that makes the whole thing feel like a long, rummy sigh.","Ruban Nielson, a meticulous indie rock auteur, was born into a family of musicians. As a young boy, he would watch his parents play gigs at resorts all across the Pacific, at once aware of the grotesquery of the tourist industry and enjoying the pleasures of island life—especially its music. Following the exuberant vulnerability of 2015’s Multi-Love and 2018’s Sex & Food, V, which was partially recorded in Hilo, Hawaii, figures as Nielson’s return to his past, and to the gorgeous sonics and breezy sadness of a childhood spent in paradise. Accordingly, there are big, ripe melodies that burst with bittersweet juice and are arguably among the best Nielson has ever written. But so much of this double album is lost in the fog of his production style, which, in its attempts to avoid being excessive, comes off as evasive and overly fussy. It ultimately makes V feel like a long, rummy sigh.Nielson’s songs have always been at odds with the way he chooses to record them. The faux-fi production he helped to forge—sweet vocals sung through grimy mic filters, songs squeezed with ear-popping compression—became one of the defining aesthetic markers of the indie rock of the last decade; the clipped and redlining drum sound of a UMO type beat will telegraph 2010s bedroom rock to future generations in the same way gated reverb connotes the megahits of the 1980s. Nielson’s best songs of the past few years, like Multi-Love’s title track, the flashing disco of “Can’t Keep Checking My Phone,” and even his cover of the Grateful Dead’s “Shakedown Street,” work with these restrictions by pressing beyond them, as if their funkiness and charisma couldn’t be confined to the basement in which they’d been recorded.To maintain this balance, the songs themselves either have to be strong and cohesive, embodying some kind of emotional urgency, or else fully embrace their own peripatetic nature and pursue vibes at all costs. On V, Nielson often hits upon a great idea—the brilliantly constructed melody and pleasingly stupid lyrics of 9-to-5 jam “Weekend Run”—only to stall out or double down. The choppy bossa nova that kicks off “The Widow” seems to offer limitless possibilities, but the instrumental song doesn’t seem to know what to do with them and settles for a bland verse-chorus-verse arrangement, begging for a vocal track. The knotty melody of “Guilty Pleasures,” and the elegant way it resolves into a dusky chorus, is nearly blotted out because it sounds like it’s being played on a turntable with an unbalanced tonearm. It feels perverse, or at least very un-punk, to wish that the guy who made “Ffunny Ffrends” would clean up his new songs, but the patina of authenticity the production is meant to provide is wearing thin."
4gbVRS8gloEluzf0GzDOFc,0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,4.0,0.0303,83,v,Soft Pop Hits,Maps,0.0,0.0,1.0,0.0205,soft,7.1,"On their fifth album, the Horrors retool their formula for retro-leaning, riff-laden arena rock in an attempt to reconnect with the “unsettling” spirit of their garage-rock roots.","Looking back on a decade of releases, the Horrors have mostly endured their name, rather than embodying it. A knowing nod to their favorite schlocky 1960s bands—the Monks, the Sonics, Screaming Lord Sutch—at first it suited them as back-combed, kohl-lined stickmen hailed by the British music press as saviors of garage rock. But when they returned with their second album, the shimmering, krautrock-tinged Primary Colours, the Horrors had become a very different band. Their sound has only grown more polished, euphoric, and populist since, on 2011’s Skying and its similarly glowing follow-up, Luminous, which cracked the UK top 10.The band were barely college age at the time of their scratchy garage-rock debut album, 2007’s Strange House, and so obviously precocious—particularly bassist and keyboardist Rhys Webb, the mod and psych aficionado growing a collection of vintage synths, and guitarist Josh Hayward, the physics grad with a knack for homebrewed guitar pedals—that they were bound to move on to headier influences. My Bloody Valentine, Can, Tangerine Dream, Brian Eno, and the Cure all became touchstones for a studio-forged sound that has occasionally been criticized as “record collectors’ rock”—a tasteful blend of retro influences that hardly inspires much in the way of horror. So after three albums in that vein, perhaps it’s no surprise that the next stage in their evolution entails the familiar rock‘n’roll journey back to their roots. “We wanted to get nasty,” says Webb of the new record, “and make something that sounded quite horrible and quite unsettling again.”Any band looking to do that within the parameters of soaring, arena-ready rock could do worse than look to Depeche Mode and the Cure for pointers, and the brooding grandeur of those alternative-pop godheads looms large over V. The band’s basic formula—simple, languid melodies, traditional verse-chorus structures interrupted by guitar and synth wig-outs—hasn’t changed, but the surfaces are grittier, the drums smack harder, and the vocals sit louder in the mix. It’s the first time since Primary Colours that they’ve enlisted an outside producer, handing the job to Paul Epworth, the British studio veteran who’s worked with Adele, Coldplay, and indie heavy hitters like Bloc Party and Florence and the Machine. As a band of accomplished studio nerds, they seem to have tapped Epworth not so much for his production skills as his ear for a huge hit, and on the album’s most anthemic tracks, it’s down to Faris Badwan—previously a slippery, mumbling presence both on- and off-stage—to carry it off. You can almost feel him squirming under Epworth’s gaze."
4gbVRS8gloEluzf0GzDOFc,0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,4.0,0.0303,83,v,Soft Pop Hits,Maps,0.0,0.0,1.0,0.0205,soft,6.5,"Wavves' fifth album was inspired by a breakup, as well as a period of what Nathan Williams calls ""just drinking, straight drinking."" Accordingly, V sounds like a hangover. The best songs here will make for a welcome injection into his set list, reminding you of his keen ability for penning appealing ""woe-is-me"" anthems that won’t bruise you too badly in the pit.","In July, Nathan Williams became the latest musician to show you can take the boy out of indie but you can’t take the indie out of the boy: He got in a fight with his major label. Williams uploaded ""Way Too Much"", a single from his then-untitled new album, to SoundCloud, only to see Warner Bros. take it down. Without disclosing Warner’s motivation behind the takedown, he implied the label was threatening to sue him, and wrote, ""Its so obnoxious to work tirelessly on something and then have a bunch of ppl who just see me as a money sign go and fuck it all up.""On this, Warner was right: V is definitely not a record that’s going to make them a lot of money. That would require Williams writing the pop-punk crossover LP of his career—a little more Paramore, a little less Psychedelic Horseshit. Instead, what we have is an angry collection of songs more indebted to his recent collaboration with Cloud Nothings and the brute-force approach of his earlier releases, where punk catharsis was achieved by saying the same lyric over and over. (Say ""I’m so bored"" five times fast and you, in fact, will feel bored.)V was inspired by a breakup, as well as the band’s hellaciously bad habits: 100 beers and two bottles of Jameson a night for the four-piece group, a period of ""just drinking, straight drinking,” as Williams says in the album’s press materials. Accordingly, V sounds like a hangover. Every song starts somewhere dismal, and ends up somewhere that’s only a little hopeful—a process akin to the recovery from a hangover, when by the end you're mostly happy not to be drooling and vomiting on yourself. Multiple tracks refer to headaches both physical and spiritual. Williams’ budget has outsized the lo-fi recordings he made his name with, but he hasn't deviated much from the core formula. Though there’s room for easy-breezy surf rock (""Heavy Metal Detox""), insistent riffage (""Flamezesz"", ""Pony""), and shuddering sounds ripped from a horror movie (""Redlead""), the predominant aesthetic is dirty and discordant backed by big harmonies—the sweet spot from which all memorable Wavves songs emerge.It’s a faster record, too: V abandons Williams’ previous attempts at balladry, with all slow moments preceding the eventual assault. At times, the pace works to his advantage. Williams writes a killer hook, and it’s easy to hear crowds slamming along to the feel-bad vibes of ""Heavy Metal Detox"",  ""All the Same"", ""Way Too Much"", and ""My Head Hurts"". A line like ""I lost my job today, but it’s all the same"" (""All the Same"") is delivered much more happily than ""It gets better"" (""Pony""), a reminder that he’s better reveling in angst than trying to convince us it doesn’t matter."
4gbVRS8gloEluzf0GzDOFc,0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,4.0,0.0303,83,v,Soft Pop Hits,Maps,0.0,0.0,1.0,0.0205,soft,6.7,"On JJ's third full-length, they've started capitalizing their name, and it's a formality that hints at the collection's bigger, fuller production and ambitions. Even with the added string swells, guitar solos, and bolder singing, the Swedish duo's dozy sentiments are the same as they always were.","For the past few years, JJ have created and charmingly articulated their own small romantic world, a place that mixes dreamy sadness with drug lingo and the language of hip-hop with airy soft-pop atmospherics—all of it the product of two seeming stoners who can't be bothered to leave their house. The Swedish duo of Joakim Benon and Elin Kastlander were viewed as anonymous at first, but like many bands who enter the world that way, they now say that lurking in the shadows was simply a byproduct of releasing their music quickly, before they had a plan in place. However, even as we got to know them a little, and put faces to the sounds on record and on stages, they still seem unknowable: As Kastlander quotes Drake on their third record, V, it's their world, and they'll get high and/or die if they want to—and we're still stuck watching from outside no matter how cozy it sounds.But V does mark a shift for the duo. With this record, they've started capitalizing their name, and it's a formality that hints at the collection's bigger, fuller production and ambitions. They don't exactly sound like they're ready to fill stadiums, but they definitely got out of bed and recorded this in a proper studio. That said, even with the string swells, guitar solos, and bolder singing, the dozy sentiments are the same.It's easy to be briefly taken aback by the ominous instrumental opener, which sounds like a Cremaster soundtrack outtake, before a snippet of folkier sounds blend in toward the end. These are quickly cut, new-classical-style, by chimes and castanets before the strings and pulses of the rather grandiose first proper song, ""Dynasti"", which features strings, smeary vocals, and the expressed sentiment ""I want to be with you when we lose control."" As in the past, this is a couple's album, where that couple is the entire universe.It's followed by the single ""Dean & Me,"" which opens with this image: ""I know I'm drunk/ I know it's late/ But I will call you anyway."" The title and us-against-the-world vibe is reminiscent of M83's ""Kim & Jessie"", as the slightly drunk protagonist goes on, ""Something inside me tells me we should be together...I'm dancing with stars and they dancing with me."" The entirety of V carries a similar John Hughes-by way of-Saturdays=Youth vibe, albeit one viewed thru the lens of The Breakfast Club's ""weirdo"" Ally Sheedy character rather than Molly Ringwald."
4gbVRS8gloEluzf0GzDOFc,0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,4.0,0.0303,83,v,Soft Pop Hits,Maps,0.0,0.0,1.0,0.0205,soft,6.8,"Between September 2009 and September 2011, Barn Owl's Evan Caminiti and Jon Porras released four full-length albums, and several collaborative and solo LPs. After a release-free 2012, their return sees the pair augment their guitars with keyboard drones, digital rhythms, and kaleidoscopic synth hues.","Though their spectral music specializes in creeping guitar washes and slow drifts toward oblivion, there was no way for the California duo of Barn Owl to maintain the pace they once set. Between September 2009 and September 2011, multi-instrumental conjurers Evan Caminiti and Jon Porras released four full-length albums, each burrowing deeper into a mirage of droning desert blues. During that time, they also issued a brazen, roaring collaborative LP with Ellen Fullman, a composer who suspends wires in rooms to elicit extreme dynamics and radiating overtones. Porras and Caminiti stayed busy separately, too, pogoing between various boutique labels for solo records that pushed their group aesthetic to distinct extremes. Last year, they kept abreast of those individual paces, both releasing two fine LPs under their own names. But in 2012, there was no new Barn Owl material.The pause began after Lost in the Glare, a move that, in retrospect, seems like an optimal place for a Barn Owl semicolon. On those eight tracks, Caminiti and Porras’ intertwined guitars reached ideal levels of intensity and intimacy. On “Turiya”, featuring copacetic drummer Jacob Felix Heule, they let the tones bleed, playing their arid riffs with a force they’d never before managed. On “Light Echoes”, one of the prettiest pieces in the wide Barn Owl catalog, they repeated a trickling guitar line until it stretched into prismatic shimmer. Barn Owl had gotten very good at being itself.With Lost in the Glare, they also suggested they wanted to be something else. Aside from Heule, Barn Owl added bass clarinet, more percussion and, most presciently, an array of subtle synthesizer textures. So on V, Barn Owl’s proper fifth album, Caminiti and Porras return to the duo format to somewhat reinvent themselves, at least sonically. Though they both still list guitar as their primary instruments in the liner notes, the pair spend the bulk of V’s six tracks exploring keyboard drones, wide-set digital rhythms, kaleidoscopic synth hues, and barely there scrims of noise. The sustained electronics of “Blood Echo” reverberate as if from the mouth of a cave, with concussive thuds and streaks of sound suggesting the nascent work of European peers such as the Haxan Cloak and Raime. “Void Redux” seems like the hypothetical rendering of a session shared by Vangelis, Conrad Schnitzler, and Ennio Morricone; alternately, its dub inflections and colorful sprawl recall the more outer-atmosphere moments of Icon Give Thank, last year’s collaboration between the Congos, Sun Araw, and M. Geddes Gengras. “Against the Night” blooms like the best work of Tim Hecker, with sounds that float just past obvious perception suddenly rupturing into a euphoric rush."
4gbVRS8gloEluzf0GzDOFc,0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,4.0,0.0303,83,v,Soft Pop Hits,Maps,0.0,0.0,1.0,0.0205,soft,8.1,The first album in three years from the international drone-doom duo of Sunn O)))'s Stephen O' Malley and Pita's Peter Rehberg offers a surprising junction of various musical outfields.,"From the start, the logo of KTL featured a thin inverted cross, intersected toward its bottom by a large ""X"" and paralleled by an arrow that broke open at one side. On the covers of the first several releases by the international drone-doom duo of Sunn O)))'s Stephen O'Malley and Peter ""Pita"" Rehberg, that insignia forced some shade of dark against another. On 2006's KTL, for instance, it was big and black, centered and dominant against a faded gray-to-grayer gradient. Two years later, for 2, it had been bronzed and almost swallowed by a sea of blacks and browns, suggesting a steady wash of inescapable darkness. O'Malley and Rehberg began KTL, after all, in order to score Kindertotenlieder (which shares a name with a Mahler piece and translates as ""songs on the death of children""), a sort of hyper-reality play in which ""a group of teenagers get together for a death ritual in the form of a black metal concert."" Darkness doesn't only become KTL; it actually begat them.The cover of V, then, looks a little bit like a mission statement: Against a white background, the excellent digital musician and artist Mark Fell adds fluorescence to the X, the arrow, and the cross, turning them green, pink, electric blue, and yellow. He then thickens the lines, so that, when they intersect, the thicket of color bleeds again toward black, light and relief escaping back toward KTL's typically despondent aesthetic.The five tracks on the pair's first record in three years fit that multivalent image perfectly: With what's best described as a heavy glow, the first four pieces of V strip away most of the metal discord of those previous albums without turning the volume down or slimming the sound's saturation. The album's suffocating stunner, ""Tony"", wobbles in before a complex, textural hum-- a high, thin murmur countered by a low, slowly oscillating tone beneath-- floods the speakers. Across its 14 minutes, clipped sheets of noise occasionally mount the massive drone, pocking the veneer with tiny teeth of abrasion. Never quite still, ""Tony"" is a study in subtle motion above and beneath the surface, with shifts in the hum up top countered by sonar-like events and echoes bouncing throughout the bottom. The less stable ""Study A"" shares the same liminal qualities, constantly working to exist across boundaries-- motion feels like stasis, harsh feedback blurs into harmonious resonance, luminosity eclipses itself.Stylistically transgressive, these tracks offer a surprising junction of various musical outfields: Those interested in the warped radiance of Tim Hecker, Christian Fennesz, or Yellow Swans should find entry points here, while the more minimal maneuvers of Thomas Köner and Keith Fullerton Whitman seem but a few slow steps away. And if it's the gravity of Sunn O))) that pulls you toward KTL (O'Malley is a co-founder, of course, while Rehberg has frequently collaborated with the band), these pieces are actually more monolithic than some of KTL's previously fragmented recordings. Impressively, V is expansive and sprawling, somehow lighter without being at all slighter.All of these strains converge most clearly and contrastingly for the last two pieces, both collaborations with very different performers. On ""Phill 2"", Icelandic composer Jóhann Jóhannsson lends his steady grace to KTL's stately brood, resulting in a quarter-hour span that hovers between spaces both empyrean and abysmal. Strings grind downward while horns lift skyward, girded together by an inescapable but sometimes barely perceptible web of electronics. It's like watching two equal forces attempt to move in opposite directions, unaware that they are intrinsically and immortally linked-- a tragicomedy of divested best intentions. During the final piece here, ""Last Spring: A Prequel"", O'Malley and Rehberg finally give into that darkness at the center of V's cover. The piece takes the name of the latest collaboration between American author Dennis Cooper and French puppeteer and playwright, Gisèle Vienne, the pair responsible for Kindertotenlieder-- and so, KTL. ""Last Spring"" slices and scrambles the prurient voice of Jonathan Capdevielle as he reads a bit of Cooper text from the show in French. Beyond eerie, it's the sound of all the light being squeezed from the previous hour, a 21-minute arrow back into KTL's customary core of blacks."
4gbVRS8gloEluzf0GzDOFc,0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,4.0,0.0303,83,v,Soft Pop Hits,Maps,0.0,0.0,1.0,0.0205,soft,8.1,The first album in three years from the international drone-doom duo of Sunn O)))'s Stephen O' Malley and Pita's Peter Rehberg offers a surprising junction of various musical outfields.,"From the start, the logo of KTL featured a thin inverted cross, intersected toward its bottom by a large ""X"" and paralleled by an arrow that broke open at one side. On the covers of the first several releases by the international drone-doom duo of Sunn O)))'s Stephen O'Malley and Peter ""Pita"" Rehberg, that insignia forced some shade of dark against another. On 2006's KTL, for instance, it was big and black, centered and dominant against a faded gray-to-grayer gradient. Two years later, for 2, it had been bronzed and almost swallowed by a sea of blacks and browns, suggesting a steady wash of inescapable darkness. O'Malley and Rehberg began KTL, after all, in order to score Kindertotenlieder (which shares a name with a Mahler piece and translates as ""songs on the death of children""), a sort of hyper-reality play in which ""a group of teenagers get together for a death ritual in the form of a black metal concert."" Darkness doesn't only become KTL; it actually begat them.The cover of V, then, looks a little bit like a mission statement: Against a white background, the excellent digital musician and artist Mark Fell adds fluorescence to the X, the arrow, and the cross, turning them green, pink, electric blue, and yellow. He then thickens the lines, so that, when they intersect, the thicket of color bleeds again toward black, light and relief escaping back toward KTL's typically despondent aesthetic.The five tracks on the pair's first record in three years fit that multivalent image perfectly: With what's best described as a heavy glow, the first four pieces of V strip away most of the metal discord of those previous albums without turning the volume down or slimming the sound's saturation. The album's suffocating stunner, ""Tony"", wobbles in before a complex, textural hum-- a high, thin murmur countered by a low, slowly oscillating tone beneath-- floods the speakers. Across its 14 minutes, clipped sheets of noise occasionally mount the massive drone, pocking the veneer with tiny teeth of abrasion. Never quite still, ""Tony"" is a study in subtle motion above and beneath the surface, with shifts in the hum up top countered by sonar-like events and echoes bouncing throughout the bottom. The less stable ""Study A"" shares the same liminal qualities, constantly working to exist across boundaries-- motion feels like stasis, harsh feedback blurs into harmonious resonance, luminosity eclipses itself.Stylistically transgressive, these tracks offer a surprising junction of various musical outfields: Those interested in the warped radiance of Tim Hecker, Christian Fennesz, or Yellow Swans should find entry points here, while the more minimal maneuvers of Thomas Köner and Keith Fullerton Whitman seem but a few slow steps away. And if it's the gravity of Sunn O))) that pulls you toward KTL (O'Malley is a co-founder, of course, while Rehberg has frequently collaborated with the band), these pieces are actually more monolithic than some of KTL's previously fragmented recordings. Impressively, V is expansive and sprawling, somehow lighter without being at all slighter.All of these strains converge most clearly and contrastingly for the last two pieces, both collaborations with very different performers. On ""Phill 2"", Icelandic composer Jóhann Jóhannsson lends his steady grace to KTL's stately brood, resulting in a quarter-hour span that hovers between spaces both empyrean and abysmal. Strings grind downward while horns lift skyward, girded together by an inescapable but sometimes barely perceptible web of electronics. It's like watching two equal forces attempt to move in opposite directions, unaware that they are intrinsically and immortally linked-- a tragicomedy of divested best intentions. During the final piece here, ""Last Spring: A Prequel"", O'Malley and Rehberg finally give into that darkness at the center of V's cover. The piece takes the name of the latest collaboration between American author Dennis Cooper and French puppeteer and playwright, Gisèle Vienne, the pair responsible for Kindertotenlieder-- and so, KTL. ""Last Spring"" slices and scrambles the prurient voice of Jonathan Capdevielle as he reads a bit of Cooper text from the show in French. Beyond eerie, it's the sound of all the light being squeezed from the previous hour, a 21-minute arrow back into KTL's customary core of blacks."
4gbVRS8gloEluzf0GzDOFc,0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,4.0,0.0303,83,v,Soft Pop Hits,Maps,0.0,0.0,1.0,0.0205,soft,8.1,"You know the story, right? In the mid-90s, Nation of Ulysses guitarist Tim Green\n\ joined forces with sympathetic San ...","You know the story, right? In the mid-90s, Nation of Ulysses guitarist Tim Green joined forces with sympathetic San Francisco souls Tim Soete and Josh Smith (who has been known to shred a few with über-black metal outfit Weakling), and immediately commenced to answer the question of what happens when you combine the strengths of Iron Maiden, Metallica and King Crimson and thrust that ornery beast upon indie rock audiences. The guys' first releases were independent cassettes, recorded as The Champs, which were available only at live shows. Soon after, they were pressured to change the bandname by the 60s group of the same name who'd had a hit with ""Tequila,"" so they opted instead to be known as C4AM95.C4AM95's first official full-length, the double-album III, hit stores in 1997 on Frenetic Records, and witnessed an already fully developed band at the height of their powers dropping not only mind-numbing cock-prog adventures, but also a few electronic vignettes that might not have sounded out of place on the Flash Gordon soundtrack. 2000's IV cut the length in half, but retained the concept entirely-- and it only won them more props.So, in the grand album tradition of Led Zeppelin and, well, Chicago, we now have V. The good news: nothing has changed; the bad news: uh, you like prog-metal, right? Hey, it could be worse (two words: Dream Theater). Besides, I defy anyone to find an ounce of pretension or bloated self-indulgence on this record. Wanky? Maybe, but probably less so than recent collaborators Trans Am, and anyway, the Fucking Champs own pretty much everyone in the super-rock department. There's a school of thought that says you have to make excuses for listening to stuff like this, but that kind of bullshit comes up limp in the face of the Champs' ability to ram a riff down your throat, not to mention their sheer sincerity.The two-part ""Never Enough Neck"" starts things off subtly, with a soft synth chord that crescendos into the crashing, distorted drums and guitars. They hit riffs one right after another, the tempo relentlessly quick and drummer Soete's dexterity stunning. The first part of the tune is fairly melodic, if full of typical Champs' crunch; the second switches up to a decidedly proggy tip, odd time signatures and all.The majestic (or as much as can be said of this band) ""Children Perceive the Hoax Cluster"" is actually a live track, replete with drunken screams and featuring Smith's considerable synthesizer atmospherics. The track forgoes percussive fury in lieu of pure 80s sci-fi mysticism (remember Ladyhawke?). This leads directly into another 80s trip, ""I Am the Album Cover,"" which is something like the shameful instrumental meeting of Iron Maiden and Survivor. To my ears, even though that kind of stuff might get the Champs' more press, I think it could potentially lead to novelty-band status. The track sounds like it may have been an old four-track experiment (the music on this disc dates as far back as '93), so maybe they're focusing on a more idiosyncratic sound now.The best tracks on V are the ones that throw caution and 80s kitsch out the window in favor of chops-ahoy-- like the up-tempo ""Happy Segovia,"" or the epic ""Aliens of Gold,"" which may be the best-ever example of trying to fuse the words 'prog' and 'metal,' while never uttering the word 'sux.' And yes, there is a metal version of a Bach tune here (\xA91723, so say the liner notes), so I suppose even the Fucking Champs aren't above the occasional Spinal Tap move. But you know, it fits right in with the other stuff. So I guess the moral is that if a band is good enough, plays hard enough, and does it without the slightest hint of irony, they can find people who'll love them regardless of the genre. Either that, or resurrecting the ghost of Randy Rhoads is the magic formula for making cool records. What do you think?"
5jsw9uXEGuKyJzs0boZ1bT,0.754,149.789,0.752,pop,-6.684,0.0486,0.755,Shawn Mendes,4.0,0.0615,82,handwritten,Soft Pop Hits,Stitches,0.0,1.0,1.0,0.0151,soft,5.7,"In the past Brian Fallon managed to transform his icons into communal mythology. He sounds content to let his references do the heavy lifting on the Gaslight Anthem's fourth album, a collection that has its share of flaws and saving graces.","Brian Fallon doesn't seem like the kind of guy who does a lot of texting. No LOLs or emoticons for him, no clever abbreviations. ""Every word handwritten,"" he emphasizes on the Gaslight Anthem's fourth album, which is actually titled Handwritten. And no fancy electric lamps for Fallon: ""We only write by the light of the moon."" He's a defiantly old-school type-- he'd probably be a Luddite if not for electric guitars-- and the Gaslight Anthem get most of their moves from the 1950s and 1960s: girl groups, greasers, juvenile delinquents, rockabilly tough guys, and a certain gun-wielding super-producer. On the band's 2008 breakout album, The '59 Sound, they turned these touchstones into heart-on-sleeve rock anthems meant to define a community of close confidantes, frayed lovers, and rock heroes, old friends long gone (""ain't supposed to die on a Saturday night""), and women with high-top sneakers and sailor tattoos. It sounded like a cry from a scene defining itself from the rubble of pop history, and there was no small power in their sound, which thrived on the past but resigned itself to live in the present.Four years, two albums, and one side project later, Fallon has begun to use those same influences toward more personal ends: Rather than define himself as part of a group, he has been defining himself against the world, portraying himself-- and the characters in whose voices he often writes and sings-- as defiantly, proudly, grumpily out of time. You text, but he writes longhand. You put your iPod on shuffle, but he spins 45s (and ""45"" is actually the title of the new album's lead-off track). That self-determining sensibility has motivated scores of artists going back well beyond the Gaslight Anthem's frame of reference, but Fallon seems to be growing more self-righteous about it, the punk as curmudgeon. Worse, on Handwritten he sounds content to let some of his references do the heavy lifting, whether it's Ginsberg (""Howl"") or Van Morrison (the grave sha-la-las on ""Here Comes My Man""). If in the past he managed to transform similar icons into a communal mythology, here it too often sounds like regurgitation, as though the reference were an end in itself.It might be more bearable if Fallon showed more of a sense of humor in his songwriting or had a vocal setting other than intense, but at the very least he's a hard romantic, which in this case can excuse a lot. He believes wholeheartedly in girl-group infallibility and in the profound wisdom of pop songwriting, so he's never afraid to come off as sentimental or mushy. It's endearing how he mistakes smog for ""the mists of Mulholland"" and impressive how he can sell a clunker like ""I'm in love with the way you're in love with the moonlight."" That may be the saving grace of Handwritten, too much of which seems to be addressed to women who are doing something wrong, who are emotionally careless. Rather than confessional, Fallon's songwriting is recriminative, constantly assessing responsibility and often painting himself as a messianic romeo. Midway through Handwritten, he sings, ""Who came to wipe all your tears away? Who came to give you back your dignity, babe?"" The answer is easy to guess, but it's such a loaded, ugly moment that it's tempting to take the needle off the record, take a breather, get some space.But make sure to come back, just so you don't miss the whoa-oa-oas on ""Desire"", an effortlessly enormous chorus that give Fallon's philosophical more import than they earn. And if the acoustic ""National Anthem"" closes things out on a downer note, the penultimate track ""Mae"" churns up a noir-ish rock-and-roll drama as Fallon and his ladyfriend drive around the city and ""wait for kingdom come... with the radio on."" It's no anthem, more like a muted lament with a bleak-yet-hopeful ambience, and it points directly to the Gaslight Anthem's saving grace: No matter their flaws, they know that redemption lies somewhere on the dial, in an old tune we can all sing along to."
5jsw9uXEGuKyJzs0boZ1bT,0.754,149.789,0.752,pop,-6.684,0.0486,0.755,Shawn Mendes,4.0,0.0615,82,handwritten,Soft Pop Hits,Stitches,0.0,1.0,1.0,0.0151,soft,5.7,"In the past Brian Fallon managed to transform his icons into communal mythology. He sounds content to let his references do the heavy lifting on the Gaslight Anthem's fourth album, a collection that has its share of flaws and saving graces.","Brian Fallon doesn't seem like the kind of guy who does a lot of texting. No LOLs or emoticons for him, no clever abbreviations. ""Every word handwritten,"" he emphasizes on the Gaslight Anthem's fourth album, which is actually titled Handwritten. And no fancy electric lamps for Fallon: ""We only write by the light of the moon."" He's a defiantly old-school type-- he'd probably be a Luddite if not for electric guitars-- and the Gaslight Anthem get most of their moves from the 1950s and 1960s: girl groups, greasers, juvenile delinquents, rockabilly tough guys, and a certain gun-wielding super-producer. On the band's 2008 breakout album, The '59 Sound, they turned these touchstones into heart-on-sleeve rock anthems meant to define a community of close confidantes, frayed lovers, and rock heroes, old friends long gone (""ain't supposed to die on a Saturday night""), and women with high-top sneakers and sailor tattoos. It sounded like a cry from a scene defining itself from the rubble of pop history, and there was no small power in their sound, which thrived on the past but resigned itself to live in the present.Four years, two albums, and one side project later, Fallon has begun to use those same influences toward more personal ends: Rather than define himself as part of a group, he has been defining himself against the world, portraying himself-- and the characters in whose voices he often writes and sings-- as defiantly, proudly, grumpily out of time. You text, but he writes longhand. You put your iPod on shuffle, but he spins 45s (and ""45"" is actually the title of the new album's lead-off track). That self-determining sensibility has motivated scores of artists going back well beyond the Gaslight Anthem's frame of reference, but Fallon seems to be growing more self-righteous about it, the punk as curmudgeon. Worse, on Handwritten he sounds content to let some of his references do the heavy lifting, whether it's Ginsberg (""Howl"") or Van Morrison (the grave sha-la-las on ""Here Comes My Man""). If in the past he managed to transform similar icons into a communal mythology, here it too often sounds like regurgitation, as though the reference were an end in itself.It might be more bearable if Fallon showed more of a sense of humor in his songwriting or had a vocal setting other than intense, but at the very least he's a hard romantic, which in this case can excuse a lot. He believes wholeheartedly in girl-group infallibility and in the profound wisdom of pop songwriting, so he's never afraid to come off as sentimental or mushy. It's endearing how he mistakes smog for ""the mists of Mulholland"" and impressive how he can sell a clunker like ""I'm in love with the way you're in love with the moonlight."" That may be the saving grace of Handwritten, too much of which seems to be addressed to women who are doing something wrong, who are emotionally careless. Rather than confessional, Fallon's songwriting is recriminative, constantly assessing responsibility and often painting himself as a messianic romeo. Midway through Handwritten, he sings, ""Who came to wipe all your tears away? Who came to give you back your dignity, babe?"" The answer is easy to guess, but it's such a loaded, ugly moment that it's tempting to take the needle off the record, take a breather, get some space.But make sure to come back, just so you don't miss the whoa-oa-oas on ""Desire"", an effortlessly enormous chorus that give Fallon's philosophical more import than they earn. And if the acoustic ""National Anthem"" closes things out on a downer note, the penultimate track ""Mae"" churns up a noir-ish rock-and-roll drama as Fallon and his ladyfriend drive around the city and ""wait for kingdom come... with the radio on."" It's no anthem, more like a muted lament with a bleak-yet-hopeful ambience, and it points directly to the Gaslight Anthem's saving grace: No matter their flaws, they know that redemption lies somewhere on the dial, in an old tune we can all sing along to."
